ep,which_goal,steps_accum,reward,loss,diff,raw_input_action_x,raw_input_action_y,assisted_action_x,assisted_action_y,gamma
1,,1,2.917337583086801,0.7410743832588196,1.0146493,0.0,0.0,-0.5069063,0.87895346,0.6
1,,2,5.981803300370556,1.0941182374954224,0.84404397,0.0,0.0,-0.016663037,0.84387946,0.6
1,,3,12.813534683408243,1.2646605968475342,0.9712425,0.0,0.0,0.28527594,0.92840165,0.6
1,,4,47.329290667145095,1.2904919385910034,1.006704,0.0,0.0,0.35580623,0.9417297,0.6
1,,5,65.9087612390318,1.1306424140930176,1.0799568,0.0,0.0,0.619732,0.88444275,0.6
1,,6,74.27018497980713,0.6619923114776611,0.897228,0.0,0.0,0.41215968,0.79695827,0.6
1,,7,89.39344994795324,0.7112963199615479,0.6739623,0.0,0.0,-0.08768691,0.66823363,0.6
1,,8,98.24792745421111,1.0199244022369385,0.75745296,0.0,0.0,-0.062083263,0.7549044,0.6
1,,9,100.10215445647745,1.599881887435913,0.13129976,0.0,0.0,-0.064719126,0.11424124,0.6
1,,10,100.21614976555472,0.23252171277999878,0.12322833,0.0,0.0,-0.08141054,-0.09250699,0.6
1,,11,100.01475891086879,0.6664875745773315,0.27599105,0.0,0.0,0.23995365,-0.13635726,0.6
1,,12,100.21199631935875,0.8438906669616699,0.20232007,0.0,0.0,-0.16890417,-0.11137678,0.6
1,,13,100.21698667346037,0.7404621243476868,0.048413448,0.0,0.0,0.004337119,-0.048218787,0.6
1,,14,100.36219334372646,0.3754485845565796,0.03193772,0.0,0.0,-0.026580699,0.017705485,0.6
1,,15,100.41112580964578,0.5602495074272156,0.08311728,-0.0,0.0,-0.03500805,-0.07538513,0.6
1,,16,103.73375914537917,1.2836483716964722,0.30431366,-0.0,0.0,-0.027446456,0.3030734,0.6
1,,17,103.62840597267312,1.2200323343276978,0.37760526,-0.0,0.0,0.000602955,-0.37760478,0.6
1,,18,106.57091671102035,0.5024690628051758,0.3109353,-0.0,0.0,-0.12008022,0.28681263,0.6
1,,19,106.53206388430826,0.5503724813461304,0.3199958,-0.0,0.0,-0.025043285,-0.3190143,0.6
1,,20,107.97748880420775,0.36574459075927734,0.16550776,-0.0,0.0,-0.022803046,0.16392937,0.6
1,,21,108.64844776095937,0.5973299145698547,0.93087244,0.95361185,0.0,0.02348531,0.037257366,0.6
1,,22,109.84549691662156,0.7499784231185913,0.95820904,1.0000305,0.0,0.04507339,0.07887587,0.6
1,,23,109.73103067195221,1.9845765829086304,0.89678717,1.0000305,0.0,0.1391615,-0.25126007,0.6
1,,24,111.50236626416066,0.4668431282043457,0.1665968,-0.0,0.0,0.011332139,0.16621093,0.6
1,,25,111.35361131455701,0.7186722755432129,1.2533684,1.0000305,0.0,-0.22100896,-0.28283322,0.6
1,,26,111.49197479188894,0.8217790722846985,1.2692322,0.79262674,1.0,-0.048657764,0.04963664,0.6
1,,27,114.31451549581865,10.626954078674316,1.2359622,1.0000305,0.99609363,0.024359582,0.2373653,0.6
1,,28,114.12075847201183,1.0978714227676392,1.4360623,1.0000305,0.62266916,-0.0941581,-0.3073988,0.6
1,,29,116.33368917302234,3.4770586490631104,1.23361,-0.0,-1.0000305,-0.0077377353,0.23355535,0.6
1,,30,116.43658629936418,0.7997315526008606,0.88369465,-0.0,-1.0000305,0.051292326,-0.11782571,0.6
1,,31,117.95135271644834,0.9198694229125977,0.699054,0.7009186,0.37437055,0.044169694,0.13487661,0.6
1,,32,118.41986930953806,0.6866757869720459,0.9839542,-0.0,1.0,0.009991901,0.016096504,0.6
1,,33,118.26668342047155,0.8998008370399475,1.6776679,1.0000305,1.0,-0.09538354,-0.27068385,0.6
1,,34,121.68388906094404,0.8183190822601318,1.2731494,-0.0,-1.0000305,0.14131248,0.2652521,0.6
1,,35,121.41363706027619,0.2542141377925873,0.68940884,-0.0,-1.0000305,-0.052611537,-0.31263205,0.6
1,,36,121.46850263330941,2.152517557144165,1.0073013,-0.0,1.0,-0.037538864,-0.00660152,0.6
1,,37,120.94201756260533,1.2307772636413574,1.6804346,-0.0,1.0,-0.16873646,-0.67194146,0.6
1,,38,127.35751048532266,1.9803951978683472,1.9129074,-0.0,-1.0000305,0.34157896,0.8821328,0.6
1,,39,140.0114215458261,0.9263959527015686,1.4132963,-0.0,-1.0000305,-0.017147323,0.4131617,0.6
1,1.0,40,341.0729714252716,1.9825668334960938,1.4740388,-0.0,-1.0000305,0.123355314,0.4688378,0.6
2,,1,8.100608418532138,1.4123015403747559,1.9412262,-0.0,-1.0000305,-0.63408417,0.8347166,0.6
2,,2,28.267124628365515,0.4845925569534302,2.0008893,-0.0,-1.0000305,0.3778538,0.96485746,0.6
2,,3,43.63284196642072,0.7052124738693237,1.9537386,-0.0,-1.0000305,0.794463,0.784885,0.6
2,,4,53.795221369043574,2.337738275527954,1.9072224,-0.0,-1.0000305,0.3118561,0.8815228,0.6
2,,5,71.81828131824928,0.9342185258865356,1.9135146,-0.0,-1.0000305,-0.050505932,0.9128174,0.6
2,,6,85.28597578247988,1.7655551433563232,1.9414392,-0.0,-1.0000305,0.07280704,0.94004303,0.6
2,,7,96.40140582625163,0.867827832698822,1.9164649,-0.4975738,-1.0000305,-0.016758762,0.8551393,0.6
2,1.0,8,295.6916791703626,2.082817792892456,1.5286943,-0.0,-1.0000305,0.08564028,0.52626294,0.6
3,,1,5.583721076222452,0.6576278805732727,2.0443523,-0.0,-1.0000305,-0.77442753,0.89196265,0.6
3,,2,22.346633970439633,2.0286803245544434,1.9826418,-0.0,-1.0000305,0.13402535,0.9780761,0.6
3,,3,32.43025556250758,0.4316915273666382,1.9085543,-0.0,-1.0000305,0.127672,0.9042487,0.6
3,,4,56.98040726868135,1.9308103322982788,2.0128157,-0.0,-1.0000305,0.1281036,1.0087045,0.6
3,,5,71.3051322449728,1.2324504852294922,1.9412088,-0.0,-1.0000305,-0.016670763,0.9411068,0.6
3,,6,79.10498111291838,1.0383796691894531,1.90768,-0.0,-1.0000305,0.15259802,0.9015365,0.6
3,,7,75.17537123014495,1.558300256729126,0.75422525,-0.0,-1.0000305,0.6759961,-0.66553843,0.6
3,,8,79.90531551302983,1.025329828262329,1.8913625,-0.0,-1.0000305,-0.7186019,0.749502,0.6
3,,9,84.78554069585832,0.7456308007240295,1.4548788,-0.0,-1.0000305,-0.040638,0.45428064,0.6
3,,10,85.73900729251265,1.270945429801941,1.621459,-0.0,-1.0000305,-0.25563705,0.6011499,0.6
3,0.0,11,87.74474220956789,1.5629736185073853,1.5174,-0.0,-1.0000305,-0.10331428,0.51384825,0.6
4,,1,4.883249314932712,0.8937992453575134,1.9613577,-0.0,-1.0000305,-0.11468141,0.9579716,0.6
4,,2,14.332279389488935,2.3476812839508057,1.8903285,-0.0,-1.0000305,0.17903778,0.8818005,0.6
4,,3,41.63080603630965,0.7264039516448975,1.9804969,-0.0,-1.0000305,0.13466212,0.97588307,0.6
4,,4,58.123077884769486,0.7112277746200562,1.9097239,-0.0,-1.0000305,0.040130496,0.9092716,0.6
4,,5,65.37642850784724,0.7760276794433594,1.7036084,-0.2567217,-0.7322001,0.24554309,0.89568555,0.6
4,,6,88.05114095080718,0.19797101616859436,0.7904078,-0.16657002,0.0,-0.022357333,0.7771403,0.6
4,,7,91.70054294692389,1.6705373525619507,0.7592096,-0.4989471,-0.3841975,0.25096464,-0.265743,0.6
4,,8,96.63224629251604,1.2823119163513184,1.1820701,-0.3183691,-0.37635425,-0.100137845,0.7853966,0.6
4,,9,101.27564514904941,0.9266142249107361,1.7928151,-0.0,-1.0000305,-0.300526,0.76741683,0.6
4,,10,104.26036305522172,1.1064544916152954,1.5458194,-0.0,-1.0000305,0.195828,0.53333473,0.6
4,,11,105.24407923979105,1.1986923217773438,1.4162704,-0.0,-1.0000305,0.32106483,0.37936753,0.6
4,,12,106.20556380554491,1.072651982307434,1.2822819,-0.0,-1.0000305,0.09052565,0.27905187,0.6
4,,13,106.36908852221963,0.8192702531814575,1.1501704,-0.0,-1.0000305,-0.058111146,0.148671,0.6
4,,14,106.61436114807029,0.94059157371521,1.2283967,-0.0,-1.0000305,0.044341967,0.22756559,0.6
4,,15,106.70833004916504,0.7137519121170044,1.0924996,-0.0,-1.0000305,0.03662249,0.09185504,0.6
4,,16,106.84763945095912,0.9485418796539307,1.774631,-0.0,-1.0000305,0.6164253,0.6641015,0.6
4,,17,108.10070568819532,0.4300285279750824,1.152085,-0.0,-1.0000305,0.20658633,0.1333811,0.6
4,,18,108.65492637407374,0.414070725440979,1.1528244,-0.0,-1.0000305,-0.38250202,0.0874879,0.6
4,,19,106.39703689767623,2.333346128463745,1.8443934,-0.0,-1.0000305,0.7472864,0.6861931,0.6
4,,20,106.7199084116663,0.5427983403205872,0.95039666,-0.0,-1.0000305,-0.286971,-0.093994364,0.6
4,,21,107.03337415086011,2.995731830596924,1.1627461,-0.0,-1.0000305,0.02076596,0.16253006,0.6
4,,22,106.97442312705618,0.47164905071258545,0.93633294,0.4383984,-0.878811,-0.14290504,-0.1447771,0.6
4,,23,106.86075172365885,0.918151319026947,1.2867743,0.7983032,-0.94137394,0.20584823,0.20089792,0.6
4,,24,104.94087380388444,0.7504760026931763,0.5711235,1.0000305,0.28052613,0.659506,0.7390292,0.6
4,,25,103.68884076169567,0.6184357404708862,1.3203961,0.88497573,-0.6324656,0.6422284,0.6654248,0.6
4,,26,105.24971825591562,0.29472774267196655,1.1778343,-0.0,-1.0000305,-0.6458178,-0.0150366435,0.6
4,,27,104.34855719457065,0.6243070363998413,2.075301,-1.0,-1.0000305,0.40119487,0.53082776,0.6
4,,28,108.73198812934983,0.6432109475135803,2.6329367,-0.0,-1.0000305,-1.6335644,1.0648724,0.6
4,,29,108.81775089070995,0.26832762360572815,1.0114863,-0.0,-1.0000305,0.0025167875,0.011452672,0.6
4,,30,108.86606163080201,0.38115763664245605,1.0173727,-0.0,-1.0000305,-0.080882594,0.0141220465,0.6
4,,31,108.30954008383353,0.9250472187995911,1.1007233,-0.0,-1.0000305,0.16880223,0.08767236,0.6
4,,32,108.61427268696033,0.4172082841396332,1.024887,-0.0,-1.0000305,-0.10355076,0.01961178,0.6
4,,33,108.55973414931756,0.8819968104362488,0.9870677,-0.0,-1.0000305,0.009051492,-0.013004366,0.6
4,,34,108.17521012056274,1.6300544738769531,1.0725349,-0.0,-1.0000305,0.12480505,0.06521822,0.6
4,,35,107.92018845618686,1.4899439811706543,1.0679958,-0.0,-1.0000305,0.06488393,0.06599261,0.6
4,,36,106.51087861565844,0.2661806643009186,1.2519605,-0.0,-1.0000305,0.41873398,0.17982844,0.6
4,,37,106.19633582205932,0.631377637386322,0.7718539,-0.0,-1.0000305,-0.2574175,-0.2723666,0.6
4,,38,105.70743372769564,3.5164272785186768,1.4086874,-0.0,-1.0000305,0.46415165,0.3299933,0.6
4,,39,103.46357854485905,0.27508455514907837,1.7270248,1.0000305,-1.0000305,0.7682571,0.7113711,0.6
4,,40,103.48952447767314,1.567734718322754,1.061666,0.27405623,-1.0000305,-0.087294884,-0.0017518792,0.6
4,,41,102.49374135133235,6.779036998748779,1.5188355,0.63484603,-1.0000305,0.4970257,0.51253915,0.6
4,,42,103.02947087474723,0.3966154158115387,1.6079366,1.0000305,-1.0000305,-0.28060696,-0.027699374,0.6
4,,43,102.45314903004451,5.407557964324951,1.7013037,0.99148536,-1.0000305,0.5468777,0.6421504,0.6
4,,44,103.55936162172874,1.0439391136169434,1.1703773,-0.0,-1.0000305,-0.44215423,0.08361265,0.6
4,,45,102.5008670966991,1.2307136058807373,1.9954952,-0.0,-1.0000305,0.81804204,0.8200818,0.6
4,,46,102.40461976059352,0.7223610281944275,1.5114737,-0.0,-1.0000305,0.44666183,0.44393831,0.6
4,,47,102.39688894469856,1.4025325775146484,1.429043,-0.0,-1.0000305,0.34466982,0.3868245,0.6
4,,48,102.39627649947695,0.1888878494501114,1.8876432,-0.0,-1.0000305,0.7266679,0.74213785,0.6
4,,49,102.39621819355709,0.3999636769294739,1.703865,-0.0,-1.0000305,0.55321544,0.6115244,0.6
4,,50,102.39621061763582,5.242392539978027,1.4965189,-0.0,-1.0000305,0.40973145,0.43930584,0.6
4,,51,102.80825336176163,0.9442577362060547,1.0963131,-0.0,-1.0000305,-0.16153476,0.084316745,0.6
4,,52,102.43329199504936,0.7022184133529663,1.4402543,-0.0,-1.0000305,0.35946262,0.3946448,0.6
4,,53,102.3991820320467,4.74348258972168,1.4458147,-0.0,-1.0000305,0.3106828,0.41200927,0.6
4,,54,102.6263338923304,1.0471199750900269,1.1255689,-0.0,-1.0000305,-0.09073096,0.121875495,0.6
4,,55,102.41692145909191,1.288753628730774,1.6307434,-0.0,-1.0000305,0.53674173,0.5398501,0.6
4,,56,102.39788142697252,1.652665615081787,1.1559795,-0.0,-1.0000305,0.090851076,0.1523733,0.6
4,,57,102.39634411961593,2.05318546295166,0.60929334,0.19141209,0.25315103,0.6376327,0.6680311,0.6
4,,58,102.39622146842873,2.8105688095092773,1.4522419,0.5671865,-1.0000305,0.289515,0.42541847,0.6
4,,59,102.39621218199677,4.170443058013916,1.6482701,-0.0,-1.0000305,0.53240705,0.55988526,0.6
4,,60,102.3962192031736,0.8327289819717407,1.2680122,-0.0,-1.0000305,0.1482112,0.25929013,0.6
4,,61,102.39622183033836,0.7151263356208801,0.49324542,-0.0,0.73412275,0.44539383,0.5221902,0.6
4,,62,102.39620969352183,0.32378870248794556,0.6584652,-0.0,1.0,0.5353515,0.6166266,0.6
4,,63,102.3962080098453,0.8966729640960693,1.8172617,-0.0,-1.0000305,0.68746084,0.68218166,0.6
4,,64,102.39620245425374,0.5427250862121582,1.5082234,-0.105960265,-0.9491867,0.426635,0.46186975,0.6
4,,65,102.39622031969174,0.49685510993003845,1.7672299,-0.71556747,-0.87295145,0.40039733,0.49734938,0.6
4,,66,102.39621370410514,0.7024166584014893,1.7804334,-0.56715596,-1.0000305,0.45838273,0.45537794,0.6
4,,67,102.39621429976548,0.5352172255516052,1.9375905,-0.0,-1.0000305,0.80418146,0.76279366,0.6
4,,68,103.07263214510922,4.474830627441406,1.284381,-0.0,-1.0000305,-0.26263857,0.25721067,0.6
4,,69,102.45710404730433,5.873021125793457,0.79674155,1.0000305,0.0,0.6142919,0.697139,0.6
4,,70,102.40109776508959,2.423387050628662,1.4470922,-0.0,-1.0000305,0.2890162,0.41790646,0.6
4,,71,103.86918261210363,1.1631189584732056,1.4821523,-0.0,-1.0000305,-0.55583525,0.37395003,0.6
