file,episode_in_file,start_row,end_row,n_rows,state,finished,closest_goal,closest_dist,dist_target,dist_target2,final_block_x,final_block_y,final_ee_x,final_ee_y
20230131-065232-346525.csv,0,0,9999,10000,NotDone,False,target2,0.11833602583375065,0.23283017633057385,0.11833602583375065,-0.10051619,-0.1183349,-0.085373126,-0.14747714
20230131-065406-042034.csv,0,0,9999,10000,NotDone,False,target2,0.047532700247733664,0.1994857628825699,0.047532700247733664,-0.09383803,-0.0471316,-0.09176013,-0.09133445
20230131-065541-732158.csv,0,0,9999,10000,NotDone,False,target2,0.052317273046997584,0.19654155046471497,0.052317273046997584,-0.08972871,-0.0512991,-0.09661004,-0.09468711
20230131-065717-843784.csv,0,0,9999,10000,NotDone,False,target,0.48432739721485923,0.48432739721485923,0.521429406241075,0.093288995,-0.4842809,0.071989894,-0.67348886
20230131-065854-855676.csv,0,0,9999,10000,NotDone,False,target2,0.39447413528428876,0.399155007244413,0.39447413528428876,-0.009287191,-0.38390237,0.0018997323,-0.42777303
20230131-070027-598137.csv,0,0,9999,10000,NotDone,False,target,0.4344587051011787,0.4344587051011787,0.4729094653717485,0.08722249,-0.43427077,0.06551088,-0.66656727
20230131-070204-316240.csv,0,0,9999,10000,NotDone,False,target,0.6100513755137619,0.6100513755137619,0.6346934604722447,0.07668277,-0.6096056,0.08328089,-0.6816113
20230131-070342-977957.csv,0,0,9999,10000,NotDone,False,target2,0.18433063527640162,0.277335311674157,0.18433063527640162,-0.10734273,-0.18418433,-0.07969028,-0.2923214
20230131-070512-993587.csv,0,0,9999,10000,NotDone,False,target2,0.626071382786043,0.6481112512089479,0.626071382786043,-0.070207044,-0.6253621,0.00066170545,-0.7480884
20230131-070646-408995.csv,0,0,9999,10000,NotDone,False,target2,0.639067150871166,0.6452032852695262,0.639067150871166,-0.01970114,-0.6340023,-0.015688315,-0.66281754
20230131-070821-744106.csv,0,0,9999,10000,NotDone,False,target,0.5529185407716752,0.5529185407716752,0.5631950638358603,0.028674418,-0.5482988,0.04785638,-0.66603774
20230131-070957-570049.csv,0,0,9999,10000,NotDone,False,target2,0.058907573873900124,0.2204864128687049,0.058907573873900124,-0.11286039,-0.05748663,-0.114573665,-0.14325109
20230131-071129-763048.csv,0,0,9999,10000,NotDone,False,target2,0.13181619545601586,0.2303651444652567,0.13181619545601586,-0.089231476,-0.1313756,-0.071606405,-0.21367891
20230131-071307-431681.csv,0,0,9999,10000,NotDone,False,target2,0.49225596931665433,0.49476350331029767,0.49225596931665433,-0.0061874622,-0.48323405,0.00066170545,-0.7480884
20230131-071444-175869.csv,0,0,9999,10000,NotDone,False,target2,0.10454887346049375,0.2178323275867435,0.10454887346049375,-0.09130114,-0.104186356,-0.06722308,-0.21232213
20230131-071619-891502.csv,0,0,9999,10000,NotDone,False,target2,0.10786978323861877,0.22002761221252798,0.10786978323861877,-0.09194065,-0.10756829,-0.09447638,-0.13502212
20230131-071753-914820.csv,0,0,9999,10000,NotDone,False,target2,0.0914922079834738,0.21297907907043648,0.0914922079834738,-0.09247316,-0.091182075,-0.10412889,-0.11911267
20230131-071933-408881.csv,0,0,9999,10000,NotDone,False,target2,0.20693284686677002,0.27364663183088167,0.20693284686677002,-0.08015319,-0.2059789,-0.059499707,-0.306984
