action_0,action_1,action_2,action_3,action_4
1.7260782718658447,0.4965975284576416,0.32635390758514404,0.4199579358100891,0.32035815715789795
0.3433581590652466,0.2884499132633209,0.6222052574157715,0.7043598294258118,0.708536684513092
1.0441668033599854,0.4299810528755188,1.718611240386963,0.2750338613986969,0.3905068337917328
0.052735451608896255,0.06068292632699013,0.06543190032243729,0.056641533970832825,0.06981796026229858
0.05186658725142479,0.05825456604361534,0.061639152467250824,0.1908659040927887,0.09938272833824158
0.1326681673526764,0.10735771805047989,0.10739320516586304,0.17173422873020172,0.1349257528781891
0.21128813922405243,0.14615263044834137,0.15189561247825623,0.1459164172410965,0.13091808557510376
0.26819878816604614,0.29135754704475403,0.32255101203918457,0.14936615526676178,0.2684857249259949
0.35308927297592163,0.2632814645767212,0.4174444377422333,0.33863016963005066,0.3414626121520996
0.2890273928642273,0.3538505434989929,0.41851094365119934,0.3080686330795288,0.30499333143234253
1.8711791038513184,1.497429609298706,1.0370982885360718,0.5277879238128662,0.9166916012763977
0.06694740056991577,0.026700850576162338,0.09577931463718414,0.0988524928689003,0.04029316455125809
0.03765260428190231,0.08520133793354034,0.06888878345489502,0.031167974695563316,0.030840132385492325
0.10633023828268051,0.07857178896665573,0.16394346952438354,0.05907537043094635,0.1810121089220047
0.1536937654018402,0.16349364817142487,0.2082451432943344,0.13652826845645905,0.2538217008113861
0.18252906203269958,0.4442688822746277,0.38933417201042175,0.2176482379436493,0.20568972826004028
0.3229534327983856,0.35619422793388367,0.2089208960533142,0.2945946156978607,0.33028069138526917
0.3226221203804016,0.3234041631221771,0.373927503824234,0.31653040647506714,0.4381498098373413
0.347194105386734,0.45533812046051025,0.3835476338863373,0.41640058159828186,1.4514293670654297
0.051189787685871124,0.043487291783094406,0.0546107292175293,0.041881807148456573,0.17703156173229218
0.025757567957043648,0.10714466869831085,0.09300939738750458,0.05238548666238785,0.02994997613132
0.05477821081876755,0.050066106021404266,0.10039739310741425,0.15061728656291962,0.04030055180191994
0.14452196657657623,0.1282070428133011,0.16111977398395538,0.12787288427352905,0.1757078766822815
0.13605868816375732,0.19123412668704987,0.19526877999305725,0.3147377371788025,0.3874779939651489
0.41747698187828064,0.6336290836334229,0.2532171308994293,0.23941990733146667,0.20895390212535858
0.23872718214988708,0.20062947273254395,0.3567291498184204,0.21457400918006897,0.32223671674728394
0.2698754072189331,0.3212442398071289,0.2892844080924988,0.4092141389846802,0.2890944480895996
0.41559135913848877,0.4285876154899597,0.8319443464279175,0.301888644695282,0.2841807007789612
0.05383200943470001,0.040442243218421936,0.04456566646695137,0.14951425790786743,0.1837702840566635
0.051732711493968964,0.2909170687198639,0.07161682099103928,0.12261459976434708,0.07132578641176224
0.1121278703212738,0.05240439623594284,0.25806355476379395,0.205562561750412,0.04809620603919029
0.13171333074569702,0.2006174623966217,0.18387046456336975,0.18097823858261108,0.32649075984954834
0.15833435952663422,0.15578682720661163,0.24508850276470184,0.2460319697856903,0.2992827296257019
0.2511436343193054,0.3033164441585541,0.38582247495651245,0.5786927342414856,0.3147246837615967
0.39290574193000793,0.3074418902397156,0.339046448469162,0.35790354013442993,0.400282621383667
0.39999255537986755,0.3963012993335724,0.33636781573295593,1.3458797931671143,0.408242404460907
0.061550870537757874,0.04422937333583832,0.12249451875686646,0.03718515858054161,0.1448727548122406
0.08208456635475159,0.11667859554290771,0.03928965702652931,0.07081571966409683,0.03681867942214012
0.11638179421424866,0.027572983875870705,0.04362758621573448,0.03157031908631325,0.18757952749729156
0.1098359003663063,0.0450168140232563,0.03944448381662369,0.047110993415117264,0.05389349162578583
0.024797329679131508,0.018685761839151382,0.10612866282463074,0.038177475333213806,0.03341192752122879
0.2365679293870926,0.11204183101654053,0.11303462833166122,0.15934276580810547,0.15332385897636414
0.4807213246822357,0.16394293308258057,0.1713133007287979,0.24258314073085785,0.3359670639038086
0.39885520935058594,0.5257936716079712,0.3635379374027252,0.7260078191757202,0.8081837892532349
0.325287789106369,0.2536764144897461,0.42990642786026,0.3695477545261383,0.30729353427886963
0.2566034197807312,0.21978099644184113,0.25102728605270386,0.3870459198951721,0.2213839888572693
0.3208636939525604,0.37992849946022034,0.3899085521697998,0.4077034890651703,0.5392501950263977
0.09628964215517044,0.06268124282360077,0.018887823447585106,0.061605848371982574,0.034454625099897385
0.024358559399843216,0.08584298938512802,0.022440630942583084,0.03134877234697342,0.027916282415390015
0.04244647175073624,0.03589050844311714,0.04483112692832947,0.042238373309373856,0.14543113112449646
0.06816549599170685,0.05956704542040825,0.05635093152523041,0.062347203493118286,0.03750913217663765
