ep,which_goal,steps_accum,reward,loss,diff,raw_input_action_x,raw_input_action_y,assisted_action_x,assisted_action_y,gamma
1,,1,-0.013912709836694435,0.3733810782432556,0.0,0.0,0.0,0.0,0.0,0.0
1,,2,-0.015316845709375049,0.808586835861206,0.0,0.0,0.0,0.0,0.0,0.0
1,,3,-0.015440329601289705,0.47206464409828186,0.0,0.0,0.0,0.0,0.0,0.0
1,,4,-0.015446322313849717,5.562278747558594,0.0,0.0,0.0,0.0,0.0,0.0
1,,5,-0.015437027713668422,0.5204226970672607,0.0,0.0,0.0,0.0,0.0,0.0
1,,6,-0.015429891926662562,6.226730823516846,0.0,0.0,0.0,0.0,0.0,0.0
1,,7,-0.015418869989039961,0.5166794061660767,0.0,0.0,0.0,0.0,0.0,0.0
1,,8,-0.01541184627493014,2.362797975540161,0.0,0.0,0.0,0.0,0.0,0.0
1,,9,-0.015408519614799636,0.4797263741493225,0.0,0.0,0.0,0.0,0.0,0.0
1,,10,-0.01539893778269769,0.9568253755569458,0.0,0.0,0.0,0.0,0.0,0.0
1,,11,-0.01538569186901643,0.9214577078819275,0.0,0.0,0.0,0.0,0.0,0.0
1,,12,-0.015384228872106342,1.2274038791656494,0.0,-0.0,0.0,-0.0,0.0,0.0
1,,13,-0.10270128546763982,5.183744430541992,0.0,0.25495163,0.0,0.25495163,0.0,0.0
1,,14,-0.5121363272418742,3.0506715774536133,0.0,0.5062105,0.0,0.5062105,0.0,0.0
1,,15,-1.2570701585427062,0.4184175431728363,0.0,0.5551622,0.0,0.5551622,0.0,0.0
1,,16,-1.8981361904117775,12.546504020690918,0.0,0.43119603,0.0,0.43119603,0.0,0.0
1,,17,-2.07500428098331,9.356199264526367,0.0,-0.0,0.0,-0.0,0.0,0.0
1,,18,-2.7013625481962977,1.5018272399902344,0.0,-0.0,-0.33140048,-0.0,-0.33140048,0.0
1,,19,-3.6309905003795033,1.4764906167984009,0.0,-0.0,-1.0000305,-0.0,-1.0000305,0.0
