st_block_x,st_block_y,st_block_or,st_ee_x,st_ee_y,st_ee_tgt_x,st_ee_tgt_y,act_x,act_y,qval
0.072214894,-0.24316864,2.1471999,0.049153052,-0.2965096,0.05024188,-0.28716466,0.27579108,0.7582579,0.0
0.098809965,-0.16943517,1.8418674,0.07538081,-0.21912761,0.07782099,-0.21133886,0.29578188,0.45665598,0.0
0.11145707,-0.14240013,1.7532177,0.10413572,-0.17049856,0.10739917,-0.16567326,-0.08457337,0.5750154,0.0
0.11481479,-0.050317414,0.9504611,0.09916798,-0.11374085,0.09894183,-0.10817172,0.28740722,0.58767694,0.0
-0.029156478,-0.52710694,2.339403,-0.00066170545,-0.7480884,0.0,-0.75,-0.57322574,0.9170022,0.0
-0.029158069,-0.5271074,2.3393893,-0.05073723,-0.66584337,-0.057322573,-0.6582998,0.07972441,0.9121695,0.0
-0.02915901,-0.5271081,2.3393872,-0.048224866,-0.574706,-0.04935013,-0.5670828,0.28592578,0.9825505,0.0
0.02277901,-0.39043322,2.064505,-0.0221433,-0.47760755,-0.020757552,-0.46882778,0.50970745,0.91289556,0.0
0.047709025,-0.320036,1.6516697,0.026147064,-0.38670647,0.030213188,-0.37753823,0.23548228,0.94618285,0.0
0.067751326,-0.23699698,1.4980932,0.051882483,-0.29228845,0.05376141,-0.28291994,0.13965686,0.9195842,0.0
0.0848455,-0.14947794,1.1434158,0.0667616,-0.20018773,0.067727104,-0.19096152,0.21943533,0.6181948,0.0
0.0956844,-0.10326632,0.9759598,0.08746062,-0.1356714,0.08967063,-0.12914205,0.016391896,0.5000499,0.0
0.03801713,-0.43946886,1.6653283,-0.00066170545,-0.7480884,0.0,-0.75,-0.20216618,0.8558334,0.0
0.038016345,-0.4394687,1.6653259,-0.017305732,-0.67102164,-0.020216621,-0.6644167,0.21850489,0.8602345,0.0
0.038015716,-0.43946853,1.6653231,0.00084591354,-0.58562243,0.0016338676,-0.5783932,0.24288958,0.9104003,0.0
0.038015146,-0.4394682,1.6653224,0.024447493,-0.49532318,0.025922835,-0.48735318,0.15610987,0.9689139,0.0
0.056685872,-0.32472426,1.5041692,0.040739805,-0.39925078,0.041533813,-0.3904618,0.14394088,0.93994176,0.0
0.062648326,-0.27733526,1.3570065,0.055121195,-0.30544877,0.055927902,-0.2964676,0.08487205,0.7635046,0.0
0.09810665,-0.12218979,1.0799798,0.06378805,-0.22765952,0.064415105,-0.22011715,0.5147809,0.88081676,0.0
0.11599465,-0.07053216,1.1360693,0.11134198,-0.14116597,0.1158932,-0.1320355,0.13351956,0.76711476,0.0
0.0972273,-0.6452149,2.3816805,-0.00066170545,-0.7480884,0.0,-0.75,0.9550458,0.4778111,0.0
0.0972273,-0.6452149,2.3816805,0.086215995,-0.70558935,0.09550459,-0.7022189,0.036394898,0.93301284,0.0
0.11259499,-0.540455,2.537468,0.098906815,-0.6165408,0.099144086,-0.6089176,0.17815353,0.8951025,0.0
0.119873576,-0.49888024,2.6381376,0.115810245,-0.52713084,0.11695944,-0.51940733,-0.23429629,0.93413186,0.0
0.10510264,-0.32213682,2.2028337,0.096376814,-0.43382335,0.093529806,-0.42599416,0.071315326,0.94379747,0.0
0.09482021,-0.24185488,1.8675063,0.10065838,-0.34017193,0.10066134,-0.3316144,-0.10590311,0.86575294,0.0
0.09119068,-0.22635761,1.7393762,0.091334954,-0.2530508,0.09007103,-0.24503912,-0.026201181,0.6169765,0.0
0.09261789,-0.11229582,1.6773534,0.08770549,-0.18936783,0.087450914,-0.18334147,0.10435815,0.85005593,0.0
0.09183547,-0.080864206,1.6669317,0.09701328,-0.1067566,0.09788673,-0.09833588,-0.029998612,0.32695368,0.0
0.09469657,-0.58783627,1.3032668,-0.00066170545,-0.7480884,0.0,-0.75,0.86047304,0.58519524,0.0
0.09469615,-0.58783585,1.3032607,0.07791091,-0.69582206,0.0860473,-0.69148046,0.18694821,0.9496839,0.0
0.09565443,-0.5761328,1.4430071,0.1030801,-0.6044076,0.10474212,-0.5965121,-0.19727416,0.9628658,0.0
0.06793808,-0.3999911,2.3211432,0.08774223,-0.50830126,0.0850147,-0.5002255,-0.3774578,0.768547,0.0
0.061169006,-0.31714568,3.119591,0.051676378,-0.42966616,0.04726892,-0.42337078,0.031067302,0.9058239,0.0
0.0649004,-0.30919236,-2.9061902,0.05099381,-0.340821,0.050375648,-0.33278838,-0.008111105,0.9252503,0.0
0.093044095,-0.15630999,1.9567678,0.050234906,-0.24898827,0.049564533,-0.24026336,0.6061928,0.78802085,0.0
0.09272033,-0.08769725,0.7123257,0.10486677,-0.16979928,0.11018382,-0.16146126,-0.1860416,0.6153115,0.0
0.08848277,-0.07844003,0.4783718,0.092679136,-0.10609202,0.09157966,-0.09993012,0.031398002,0.3670117,0.0
