st_block_x,st_block_y,st_block_or,st_ee_x,st_ee_y,st_ee_tgt_x,st_ee_tgt_y,act_x,act_y,qval
0.10408066,-0.13507666,1.6581813,0.09787592,-0.16207816,0.101310715,-0.15708318,-0.049562477,0.51848906,0.0
0.108676046,-0.05266342,1.1503706,0.09620356,-0.11033649,0.09635447,-0.105234265,0.19101468,0.5987694,0.0
0.056889605,-0.46659973,1.1216441,-0.00066170545,-0.7480884,0.0,-0.75,0.080042854,0.8555018,0.0
0.05688955,-0.4665994,1.1216345,0.008156602,-0.67094034,0.008004285,-0.6644498,0.21191296,0.89525986,0.0
0.056888945,-0.46659866,1.1216182,0.02819493,-0.58248,0.029195584,-0.5749238,0.26546428,0.9362724,0.0
0.057516348,-0.4620995,1.1284484,0.05396277,-0.48958153,0.05574201,-0.4812966,0.018526312,0.93208915,0.0
0.07580023,-0.28666842,1.3475595,0.057930138,-0.39635533,0.057594642,-0.3880877,0.16675442,0.9314052,0.0
0.0861258,-0.20771402,1.5542479,0.073238604,-0.3038101,0.07427009,-0.29494715,0.17276108,0.9164331,0.0
0.089258544,-0.18519583,1.6715177,0.09021662,-0.21241799,0.0915462,-0.20330384,-0.0066556395,0.525244,0.0
0.092616126,-0.09852904,1.8349687,0.090617724,-0.1561849,0.09088064,-0.15077946,0.029577373,0.7222746,0.0
0.09357337,-0.048368342,1.8864185,0.09341088,-0.08570548,0.09383838,-0.07855199,0.013787543,0.37500012,0.0
-0.023913514,-0.653981,2.9956224,-0.00066170545,-0.7480884,0.0,-0.75,-0.42677346,0.8908273,0.0
-0.027327925,-0.6437115,2.8039608,-0.037534192,-0.6680388,-0.042677343,-0.6609173,0.23623481,0.9668616,0.0
0.031971633,-0.46490678,2.3160367,-0.019487742,-0.57243085,-0.019053861,-0.5642311,0.52514976,0.9080031,0.0
0.058663853,-0.3769479,1.7894789,0.029375274,-0.48200172,0.033461116,-0.4734308,0.25919297,0.93496627,0.0
0.05971835,-0.36217177,1.6069514,0.057266377,-0.3887445,0.059380412,-0.3799342,0.054798964,0.8778417,0.0
0.08376777,-0.19320847,1.7129028,0.0646072,-0.30043566,0.06486031,-0.29215,0.26546514,0.9097679,0.0
0.09510472,-0.12044224,1.7929866,0.08929289,-0.21030739,0.09140682,-0.20117322,0.1365739,0.87625223,0.0
0.09659552,-0.09535514,1.9779752,0.10376544,-0.12250081,0.10506421,-0.113548,-0.05621127,0.35310757,0.0
0.0904956,-0.04511465,2.334635,0.09940603,-0.08219379,0.099443085,-0.07823725,0.007953253,0.29840487,0.0
-0.062612325,-0.6972311,2.6630008,-0.00066170545,-0.7480884,0.0,-0.75,-0.85524195,0.22162087,0.0
-0.062612325,-0.6972311,2.6630008,-0.07741683,-0.7295675,-0.085524194,-0.7278379,0.4229958,0.9769034,0.0
0.0060010334,-0.5368857,2.676174,-0.045007218,-0.63811547,-0.043224618,-0.6301476,0.55086714,0.925822,0.0
0.041484665,-0.4523618,2.7076561,0.007671289,-0.5460643,0.011862092,-0.53756535,0.29865378,0.9293182,0.0
0.0539152,-0.42386064,2.7296417,0.03937912,-0.45317814,0.041727483,-0.44463354,0.029684113,0.93759334,0.0
0.08421591,-0.2473737,2.784482,0.044891454,-0.35939252,0.04469589,-0.3508742,0.4946396,0.88063276,0.0
0.104405046,-0.1599163,2.8745887,0.09000573,-0.27185145,0.09415986,-0.26281092,0.28277612,0.8985509,0.0
0.111466944,-0.13365436,2.8747149,0.119655825,-0.18214384,0.12243747,-0.17295583,-0.065824725,0.6872279,0.0
0.11086801,-0.084019445,3.0271761,0.116030864,-0.111222744,0.11585499,-0.104233034,-0.11031926,0.36580598,0.0
0.10438415,-0.062966116,2.8275003,0.10563281,-0.07142716,0.10482307,-0.067652434,-0.0861744,0.18180323,0.0
0.09786421,-0.04743608,2.8099768,0.09684915,-0.051299896,0.09620563,-0.04947211,-0.010042345,0.10000712,0.0
0.054674484,-0.60314953,2.0846503,-0.00066170545,-0.7480884,0.0,-0.75,0.4669419,0.89584684,0.0
0.054672718,-0.60314983,2.0846481,0.043090854,-0.6673873,0.04669418,-0.6604153,0.11203142,0.9444208,0.0
0.07458112,-0.4940716,1.9091027,0.057528347,-0.5739736,0.05789733,-0.5659732,0.1893384,0.91917175,0.0
0.08065067,-0.4514934,1.703634,0.07569358,-0.48213667,0.07683118,-0.47405607,-0.08405229,0.9388895,0.0
0.08601445,-0.27905855,1.1195545,0.06975601,-0.38833794,0.06842595,-0.38016713,0.16425498,0.9367641,0.0
0.08395247,-0.1958939,0.5776938,0.083880395,-0.29539388,0.08485146,-0.2864907,-0.045057964,0.85602987,0.0
