st_block_x,st_block_y,st_block_or,st_ee_x,st_ee_y,st_ee_tgt_x,st_ee_tgt_y,act_x,act_y,qval
-0.090100035,-0.09020118,-0.9720478,-0.09456767,-0.16049868,-0.09541384,-0.15434629,0.060231544,0.6594361,0.0
-0.095886216,-0.06749585,-0.56654596,-0.08971291,-0.09492354,-0.08939069,-0.08840267,0.0041436614,0.35855764,0.0
-0.06546764,-0.41351056,-0.33648205,0.00066170545,-0.7480884,-0.0,-0.75,-0.104354635,0.8326464,0.0
-0.065467216,-0.413511,-0.33648348,-0.01029599,-0.67301494,-0.010435462,-0.66673535,-0.16536772,0.830467,0.0
-0.06546688,-0.41351122,-0.33648586,-0.02626288,-0.5906176,-0.026972234,-0.5836887,-0.19101167,0.859347,0.0
-0.06546657,-0.4135116,-0.3364873,-0.044912923,-0.5051617,-0.0460734,-0.49775395,-0.16775618,0.93947273,0.0
-0.06989971,-0.3812598,-0.408072,-0.061829153,-0.41224384,-0.06284902,-0.4038067,0.016825838,0.9154266,0.0
-0.09036524,-0.21866469,-0.9937072,-0.061764278,-0.32062995,-0.061166435,-0.31226403,-0.39088365,0.89308053,0.0
-0.09545291,-0.14567633,-1.5397696,-0.097030826,-0.23203002,-0.10025481,-0.22295597,0.049950667,0.8267634,0.0
-0.09142195,-0.12008918,-1.6057062,-0.09556877,-0.1484715,-0.09525975,-0.14027962,-0.0004265159,0.43649378,0.0
-0.09157694,-0.054617707,-1.2242498,-0.09496116,-0.10126988,-0.0953024,-0.096630245,-0.039482936,0.49529168,0.0
0.08468828,-0.48159346,-1.8266463,0.00066170545,-0.7480884,-0.0,-0.75,0.761961,0.86023945,0.0
0.08468876,-0.48159307,-1.826652,0.068002395,-0.67134005,0.0761961,-0.6639761,0.3521493,0.89052224,0.0
0.08468936,-0.4815925,-1.8266578,0.10615198,-0.58231825,0.11141103,-0.5749238,-0.24163543,0.92773974,0.0
0.08262806,-0.462033,-1.8488946,0.08815082,-0.4897615,0.08724748,-0.48214984,-0.71514803,0.94915074,0.0
-0.022427974,-0.30671918,0.781919,0.021691315,-0.39762816,0.01573269,-0.38723475,-0.5042678,0.9216349,0.0
-0.09830395,-0.23286286,2.9168646,-0.03034585,-0.3048756,-0.034694098,-0.29507127,-0.76154053,0.17776066,0.0
-0.12858504,-0.22490057,-2.3069992,-0.10318124,-0.27948755,-0.11084816,-0.2772952,-0.36487126,0.30559903,0.0
-0.1339062,-0.21684414,-2.1079373,-0.14274019,-0.24948506,-0.14733529,-0.2467353,0.19828244,0.74606776,0.0
-0.10671855,-0.087365374,-1.6849961,-0.12878276,-0.17875668,-0.12750703,-0.17212853,0.21662039,0.64766383,0.0
-0.10361909,-0.051024366,-1.3439817,-0.10775064,-0.11353734,-0.105845,-0.107362136,-0.011007297,0.6138736,0.0
-0.09231934,-0.4920581,-1.2744374,0.00066170545,-0.7480884,-0.0,-0.75,-0.61116743,0.79424393,0.0
-0.092318036,-0.492058,-1.2744408,-0.055863228,-0.67669636,-0.061116748,-0.6705756,-0.13370642,0.91053355,0.0
-0.09231719,-0.49205786,-1.2744436,-0.07363371,-0.5871769,-0.074487396,-0.57952225,-0.19877505,0.93000567,0.0
-0.09656784,-0.46128875,-1.2909522,-0.0930632,-0.49465597,-0.094364904,-0.4865217,0.14747623,0.94743663,0.0
-0.09995123,-0.28775847,-2.092205,-0.08156047,-0.39990798,-0.079617284,-0.39177802,-0.21130578,0.9383589,0.0
