st_block_x,st_block_y,st_block_or,st_ee_x,st_ee_y,st_ee_tgt_x,st_ee_tgt_y,act_x,act_y,qval
-0.05977384,-0.5090897,-0.3278222,0.00066170545,-0.7480884,-0.0,-0.75,-0.22797926,0.8291894,0.0
-0.0597734,-0.5090902,-0.32782364,-0.021427518,-0.6733335,-0.022797927,-0.66708106,-0.20689529,0.90558225,0.0
-0.059772845,-0.50909066,-0.3278246,-0.04236793,-0.5841621,-0.04348746,-0.5765228,-0.15321654,0.93837416,0.0
-0.07085039,-0.44290656,-0.46472692,-0.058078818,-0.49083874,-0.058809116,-0.48268542,-0.02977072,0.96471614,0.0
-0.088618375,-0.32326132,-1.2229381,-0.062148515,-0.39476153,-0.06178619,-0.38621378,-0.38565746,0.79923946,0.0
-0.087436676,-0.27639228,-1.9374065,-0.09700572,-0.314228,-0.10035194,-0.30628985,0.020419262,0.8305293,0.0
-0.077791154,-0.1371794,-0.72253084,-0.098373875,-0.23113781,-0.098310016,-0.22323693,0.2990194,0.34552112,0.0
-0.08556892,-0.08519082,0.27530384,-0.07100777,-0.19197051,-0.06840808,-0.18868482,-0.21301024,0.92259234,0.0
-0.08754293,-0.077245615,0.35606694,-0.08818273,-0.10539483,-0.089709096,-0.09642559,-0.08493296,0.34509057,0.0
0.051764183,-0.5446093,-1.0245442,0.00066170545,-0.7480884,-0.0,-0.75,0.66444576,0.8979175,0.0
0.051765688,-0.54460955,-1.0245528,0.059062883,-0.66772586,0.066444576,-0.6602082,0.06101098,0.90963376,0.0
0.0517667,-0.5446098,-1.0245547,0.070006154,-0.5767948,0.07254567,-0.56924486,-0.39516306,0.96640325,0.0
-0.038489193,-0.3753676,-1.2192483,0.035326574,-0.48145494,0.033029363,-0.47260454,-0.8694651,0.85561883,0.0
-0.08837797,-0.2850674,-1.5116811,-0.046401963,-0.39642236,-0.053917147,-0.38704267,-0.48841855,0.8729157,0.0
-0.094103664,-0.2711051,-1.6401186,-0.09799982,-0.30877718,-0.102759,-0.2997511,0.02944853,0.852301,0.0
-0.09395908,-0.140469,-0.8080716,-0.099877335,-0.222746,-0.099814154,-0.21452099,0.08719382,0.74815494,0.0
-0.10380559,-0.08669292,0.04762578,-0.0919262,-0.14701541,-0.09109477,-0.13970551,-0.03328305,0.8298207,0.0
0.044171736,-0.56680894,-0.023505688,0.00066170545,-0.7480884,-0.0,-0.75,0.6450994,0.90180576,0.0
0.04417198,-0.5668094,-0.023506165,0.05729802,-0.6673395,0.06450994,-0.6598194,-0.08232438,0.95438373,0.0
0.043953996,-0.54451233,-0.26617098,0.05500104,-0.5723661,0.056277506,-0.56438106,-0.40973547,0.9597862,0.0
-0.034084808,-0.3719194,0.2234757,0.017873332,-0.47724327,0.0153039545,-0.46840242,-0.60317767,0.9014864,0.0
-0.07727678,-0.28425083,0.49915838,-0.03993468,-0.3875132,-0.045013808,-0.3782538,-0.37757313,0.89222634,0.0
-0.07682202,-0.25603634,0.39664412,-0.07930684,-0.29808566,-0.08277112,-0.28903115,-0.00026275218,0.9060615,0.0
-0.07377099,-0.14193186,0.7180662,-0.08285802,-0.20725045,-0.08279739,-0.19842501,0.16947125,0.5783,0.0
-0.06496928,-0.110897645,1.0333154,-0.06736965,-0.14631498,-0.065850265,-0.14059502,-0.17709966,0.59339666,0.0
-0.07347781,-0.03541375,2.7005236,-0.08185156,-0.08731388,-0.083560236,-0.08125535,0.024306232,0.31930003,0.0
