Step,loss,skilled-haze-1 - loss__MIN,skilled-haze-1 - loss__MAX
120,0.807810434103012,0.807810434103012,0.807810434103012
121,0.808840161561966,0.808840161561966,0.808840161561966
122,0.807982223033905,0.807982223033905,0.807982223033905
123,0.808424592614174,0.808424592614174,0.808424592614174
124,0.807555033564568,0.807555033564568,0.807555033564568
125,0.808533156514168,0.808533156514168,0.808533156514168
126,0.807828837633133,0.807828837633133,0.807828837633133
127,0.806770327687264,0.806770327687264,0.806770327687264
129,0.807471345663071,0.807471345663071,0.807471345663071
130,0.807676895260811,0.807676895260811,0.807676895260811
131,0.808273122906685,0.808273122906685,0.808273122906685
132,0.807897698283196,0.807897698283196,0.807897698283196
133,0.807680074572563,0.807680074572563,0.807680074572563
134,0.806549615859985,0.806549615859985,0.806549615859985
135,0.806137264966965,0.806137264966965,0.806137264966965
136,0.807734330296516,0.807734330296516,0.807734330296516
137,0.806076402664185,0.806076402664185,0.806076402664185
138,0.805649524927139,0.805649524927139,0.805649524927139
139,0.805785853266716,0.805785853266716,0.805785853266716
140,0.806738133430481,0.806738133430481,0.806738133430481
141,0.807983433008194,0.807983433008194,0.807983433008194
142,0.806830126047134,0.806830126047134,0.806830126047134
143,0.805647729635239,0.805647729635239,0.805647729635239
144,0.804892932772636,0.804892932772636,0.804892932772636
145,0.806009731888771,0.806009731888771,0.806009731888771
146,0.805616413354874,0.805616413354874,0.805616413354874
147,0.805638635754585,0.805638635754585,0.805638635754585
148,0.807124578952789,0.807124578952789,0.807124578952789
150,0.805413031578064,0.805413031578064,0.805413031578064
151,0.805595291852951,0.805595291852951,0.805595291852951
152,0.805628625154495,0.805628625154495,0.805628625154495
153,0.805505999922752,0.805505999922752,0.805505999922752
154,0.805493729710579,0.805493729710579,0.805493729710579
155,0.806200555562973,0.806200555562973,0.806200555562973
156,0.805118790864944,0.805118790864944,0.805118790864944
157,0.804119131565094,0.804119131565094,0.804119131565094
158,0.804186416268349,0.804186416268349,0.804186416268349
159,0.803735567927361,0.803735567927361,0.803735567927361
160,0.804826753735542,0.804826753735542,0.804826753735542
161,0.804947445988655,0.804947445988655,0.804947445988655
162,0.804384378194809,0.804384378194809,0.804384378194809
163,0.803852974176407,0.803852974176407,0.803852974176407
164,0.804785643815994,0.804785643815994,0.804785643815994
165,0.802513793110848,0.802513793110848,0.802513793110848
166,0.803475160002709,0.803475160002709,0.803475160002709
167,0.803374470472336,0.803374470472336,0.803374470472336
168,0.802605994939804,0.802605994939804,0.802605994939804
169,0.802230045199394,0.802230045199394,0.802230045199394
171,0.804514021873474,0.804514021873474,0.804514021873474
172,0.801704087853432,0.801704087853432,0.801704087853432
173,0.803371288776398,0.803371288776398,0.803371288776398
174,0.802229215502739,0.802229215502739,0.802229215502739
175,0.802235251069069,0.802235251069069,0.802235251069069
176,0.802628083825111,0.802628083825111,0.802628083825111
177,0.802467159032822,0.802467159032822,0.802467159032822
178,0.800662962794304,0.800662962794304,0.800662962794304
179,0.800995565056801,0.800995565056801,0.800995565056801
180,0.799759924411774,0.799759924411774,0.799759924411774
181,0.801183486580849,0.801183486580849,0.801183486580849
182,0.80119136929512,0.80119136929512,0.80119136929512
183,0.801037042140961,0.801037042140961,0.801037042140961
184,0.800801946520805,0.800801946520805,0.800801946520805
185,0.801230978965759,0.801230978965759,0.801230978965759
186,0.800494161844254,0.800494161844254,0.800494161844254
187,0.799961628913879,0.799961628913879,0.799961628913879
188,0.799716802239418,0.799716802239418,0.799716802239418
189,0.800509241819382,0.800509241819382,0.800509241819382
190,0.800448671579361,0.800448671579361,0.800448671579361
192,0.798972947001457,0.798972947001457,0.798972947001457
193,0.800076662302017,0.800076662302017,0.800076662302017
194,0.79849500477314,0.79849500477314,0.79849500477314
195,0.799146041274071,0.799146041274071,0.799146041274071
196,0.79823733150959,0.79823733150959,0.79823733150959
197,0.798771598339081,0.798771598339081,0.798771598339081
198,0.797412536740303,0.797412536740303,0.797412536740303
199,0.79778751373291,0.79778751373291,0.79778751373291
200,0.797600596547127,0.797600596547127,0.797600596547127
201,0.798155583739281,0.798155583739281,0.798155583739281
202,0.797618943452835,0.797618943452835,0.797618943452835
203,0.797204516530037,0.797204516530037,0.797204516530037
204,0.798407710790634,0.798407710790634,0.798407710790634
205,0.797001584768295,0.797001584768295,0.797001584768295
206,0.797639531493187,0.797639531493187,0.797639531493187
207,0.797820996046066,0.797820996046066,0.797820996046066
208,0.797461512684822,0.797461512684822,0.797461512684822
209,0.796300610899925,0.796300610899925,0.796300610899925
210,0.796552358865738,0.796552358865738,0.796552358865738
211,0.796800043582916,0.796800043582916,0.796800043582916
213,0.796259405612946,0.796259405612946,0.796259405612946
214,0.797230998277664,0.797230998277664,0.797230998277664
215,0.796287519931793,0.796287519931793,0.796287519931793
216,0.795179136991501,0.795179136991501,0.795179136991501
217,0.795852071046829,0.795852071046829,0.795852071046829
218,0.795788186788559,0.795788186788559,0.795788186788559
219,0.796748785972595,0.796748785972595,0.796748785972595
220,0.795228318572044,0.795228318572044,0.795228318572044
221,0.794394024610519,0.794394024610519,0.794394024610519
222,0.795959222912788,0.795959222912788,0.795959222912788
223,0.795053719878197,0.795053719878197,0.795053719878197
224,0.796203600168228,0.796203600168228,0.796203600168228
225,0.796351398825645,0.796351398825645,0.796351398825645
226,0.795434395074844,0.795434395074844,0.795434395074844
227,0.795545713305473,0.795545713305473,0.795545713305473
228,0.795346655845642,0.795346655845642,0.795346655845642
229,0.795201798081398,0.795201798081398,0.795201798081398
230,0.795925140976906,0.795925140976906,0.795925140976906
231,0.794386134147644,0.794386134147644,0.794386134147644
232,0.793243889212608,0.793243889212608,0.793243889212608
234,0.795306436419487,0.795306436419487,0.795306436419487
235,0.796192014217377,0.796192014217377,0.796192014217377
236,0.79563779592514,0.79563779592514,0.79563779592514
237,0.794642221927643,0.794642221927643,0.794642221927643
238,0.793234950900078,0.793234950900078,0.793234950900078
239,0.794980843663216,0.794980843663216,0.794980843663216
240,0.795654810070992,0.795654810070992,0.795654810070992
241,0.793339744210243,0.793339744210243,0.793339744210243
242,0.796134625077248,0.796134625077248,0.796134625077248
243,0.794291520118713,0.794291520118713,0.794291520118713
244,0.794599179029465,0.794599179029465,0.794599179029465
245,0.795042167901993,0.795042167901993,0.795042167901993
246,0.794170033335686,0.794170033335686,0.794170033335686
247,0.794395879507065,0.794395879507065,0.794395879507065
248,0.795269488692284,0.795269488692284,0.795269488692284
249,0.794340673089027,0.794340673089027,0.794340673089027
250,0.793730611801148,0.793730611801148,0.793730611801148
251,0.794476680755615,0.794476680755615,0.794476680755615
252,0.79426049888134,0.79426049888134,0.79426049888134
253,0.793648588657379,0.793648588657379,0.793648588657379
255,0.793606223464012,0.793606223464012,0.793606223464012
256,0.793413127064705,0.793413127064705,0.793413127064705
257,0.793678876161575,0.793678876161575,0.793678876161575
258,0.793672497272492,0.793672497272492,0.793672497272492
259,0.795573814511299,0.795573814511299,0.795573814511299
260,0.793316359519959,0.793316359519959,0.793316359519959
261,0.793579106330872,0.793579106330872,0.793579106330872
262,0.793481374979019,0.793481374979019,0.793481374979019
263,0.793747118115425,0.793747118115425,0.793747118115425
264,0.792260288596153,0.792260288596153,0.792260288596153
265,0.794117041230202,0.794117041230202,0.794117041230202
266,0.792858307957649,0.792858307957649,0.792858307957649
267,0.794168435931206,0.794168435931206,0.794168435931206
268,0.792640659809113,0.792640659809113,0.792640659809113
269,0.792281320095062,0.792281320095062,0.792281320095062
270,0.793093391060829,0.793093391060829,0.793093391060829
271,0.791827403306961,0.791827403306961,0.791827403306961
272,0.792780992388725,0.792780992388725,0.792780992388725
273,0.792396821975708,0.792396821975708,0.792396821975708
274,0.793561480045319,0.793561480045319,0.793561480045319
276,0.79252315223217,0.79252315223217,0.79252315223217
277,0.794155941009522,0.794155941009522,0.794155941009522
278,0.792074064612389,0.792074064612389,0.792074064612389
279,0.791879138350487,0.791879138350487,0.791879138350487
280,0.793523896336556,0.793523896336556,0.793523896336556
281,0.793124734759331,0.793124734759331,0.793124734759331
282,0.791449443697929,0.791449443697929,0.791449443697929
283,0.79254905462265,0.79254905462265,0.79254905462265
284,0.792089083790779,0.792089083790779,0.792089083790779
285,0.793083878755569,0.793083878755569,0.793083878755569
286,0.791805208921433,0.791805208921433,0.791805208921433
287,0.791377759575844,0.791377759575844,0.791377759575844
288,0.791726843714714,0.791726843714714,0.791726843714714
289,0.791144601106644,0.791144601106644,0.791144601106644
290,0.791310832500458,0.791310832500458,0.791310832500458
291,0.791019836068153,0.791019836068153,0.791019836068153
292,0.793449373245239,0.793449373245239,0.793449373245239
293,0.790957054495811,0.790957054495811,0.790957054495811
294,0.791098339557648,0.791098339557648,0.791098339557648
295,0.792337363958359,0.792337363958359,0.792337363958359
297,0.793194754719734,0.793194754719734,0.793194754719734
298,0.791498419642448,0.791498419642448,0.791498419642448
299,0.793772404789925,0.793772404789925,0.793772404789925
300,0.791739346981049,0.791739346981049,0.791739346981049
301,0.793136675357819,0.793136675357819,0.793136675357819
302,0.7912647742033,0.7912647742033,0.7912647742033
303,0.792313418984413,0.792313418984413,0.792313418984413
304,0.7918558126688,0.7918558126688,0.7918558126688
305,0.790506893992424,0.790506893992424,0.790506893992424
306,0.790459904074669,0.790459904074669,0.790459904074669
307,0.791617371439934,0.791617371439934,0.791617371439934
308,0.792248214483261,0.792248214483261,0.792248214483261
309,0.793383483886719,0.793383483886719,0.793383483886719
310,0.791346759200096,0.791346759200096,0.791346759200096
311,0.790304581522942,0.790304581522942,0.790304581522942
312,0.790112813711166,0.790112813711166,0.790112813711166
313,0.791026575565338,0.791026575565338,0.791026575565338
314,0.791142247915268,0.791142247915268,0.791142247915268
315,0.793101994991303,0.793101994991303,0.793101994991303
