"Step",loss,"pious-sound-1 - loss__MIN","pious-sound-1 - loss__MAX"
"267","0.7946185696125031","0.7946185696125031","0.7946185696125031"
"268","0.7927772599458695","0.7927772599458695","0.7927772599458695"
"269","0.7935587060451508","0.7935587060451508","0.7935587060451508"
"270","0.7951393699645997","0.7951393699645997","0.7951393699645997"
"271","0.7925258755683899","0.7925258755683899","0.7925258755683899"
"272","0.7929698675870895","0.7929698675870895","0.7929698675870895"
"273","0.7921703374385833","0.7921703374385833","0.7921703374385833"
"274","0.7937553817033768","0.7937553817033768","0.7937553817033768"
"276","0.7941893398761749","0.7941893398761749","0.7941893398761749"
"277","0.7929463630914688","0.7929463630914688","0.7929463630914688"
"278","0.7926651549339294","0.7926651549339294","0.7926651549339294"
"279","0.7946685856580734","0.7946685856580734","0.7946685856580734"
"280","0.7938442569971085","0.7938442569971085","0.7938442569971085"
"281","0.7916382366418838","0.7916382366418838","0.7916382366418838"
"282","0.7918610209226609","0.7918610209226609","0.7918610209226609"
"283","0.7940106785297394","0.7940106785297394","0.7940106785297394"
"284","0.7938426232337952","0.7938426232337952","0.7938426232337952"
"285","0.7925060147047043","0.7925060147047043","0.7925060147047043"
"286","0.7915241801738739","0.7915241801738739","0.7915241801738739"
"287","0.7928410655260086","0.7928410655260086","0.7928410655260086"
"288","0.7919783300161362","0.7919783300161362","0.7919783300161362"
"289","0.7934802216291428","0.7934802216291428","0.7934802216291428"
"290","0.7922912192344665","0.7922912192344665","0.7922912192344665"
"291","0.7936454576253891","0.7936454576253891","0.7936454576253891"
"292","0.7921925091743469","0.7921925091743469","0.7921925091743469"
"293","0.7926066434383392","0.7926066434383392","0.7926066434383392"
"294","0.792855703830719","0.792855703830719","0.792855703830719"
"295","0.7916229861974716","0.7916229861974716","0.7916229861974716"
"297","0.7930939775705338","0.7930939775705338","0.7930939775705338"
"298","0.7917240399122238","0.7917240399122238","0.7917240399122238"
"299","0.7928957891464233","0.7928957891464233","0.7928957891464233"
"300","0.7918831640481949","0.7918831640481949","0.7918831640481949"
"301","0.7920287001132965","0.7920287001132965","0.7920287001132965"
"302","0.7919886189699173","0.7919886189699173","0.7919886189699173"
"303","0.7918714785575867","0.7918714785575867","0.7918714785575867"
"304","0.7918168997764587","0.7918168997764587","0.7918168997764587"
"305","0.7925268745422364","0.7925268745422364","0.7925268745422364"
"306","0.7909625619649887","0.7909625619649887","0.7909625619649887"
"307","0.7932976716756821","0.7932976716756821","0.7932976716756821"
"308","0.7925957661867141","0.7925957661867141","0.7925957661867141"
"309","0.7915639060735703","0.7915639060735703","0.7915639060735703"
"310","0.7923024356365204","0.7923024356365204","0.7923024356365204"
"311","0.7916603809595109","0.7916603809595109","0.7916603809595109"
"312","0.7922596764564515","0.7922596764564515","0.7922596764564515"
"313","0.7904766070842743","0.7904766070842743","0.7904766070842743"
"314","0.7905008959770202","0.7905008959770202","0.7905008959770202"
"315","0.7915124988555908","0.7915124988555908","0.7915124988555908"
