ep,which_goal,steps_accum,reward,loss,diff,raw_input_action_x,raw_input_action_y,assisted_action_x,assisted_action_y,gamma
1,,1,2.9756457245883334,6.343671798706055,1.0386082,0.0,0.0,-0.521094,0.8984252,0.4
1,,2,6.329643442930127,1.2823529243469238,0.920761,0.0,0.0,0.022963416,0.9204746,0.4
1,,3,17.218071491229153,2.0299839973449707,1.0240654,0.0,0.0,0.29504052,0.98064315,0.4
1,,4,49.84538855098636,1.774154782295227,0.99945927,0.0,0.0,0.19026245,0.98118246,0.4
1,,5,67.61534232837136,2.7396020889282227,1.0366119,0.0,0.0,0.52576,0.8933872,0.4
1,,6,81.02819528124309,2.341602325439453,0.9997707,0.0,0.0,0.2356301,0.97160685,0.4
1,,7,87.79617598076833,0.5852591395378113,0.63248044,0.0,0.0,0.00032565556,0.6324803,0.4
1,,8,86.77224824696646,1.8542704582214355,0.81353325,0.0,0.0,0.39369437,-0.7119278,0.4
1,,9,87.35536770330532,2.510899066925049,0.6083559,0.0,0.0,0.5832986,0.17279927,0.4
1,,10,91.52866906360521,0.8609231114387512,0.6462515,0.0,0.0,-0.27388993,0.58534205,0.4
1,,11,99.78207098631137,0.6860688924789429,0.34861723,0.0,0.0,-0.19314362,0.2902232,0.4
1,,12,104.0225190814968,0.6257316470146179,0.36414263,0.0,0.0,-0.1944994,0.3078471,0.4
1,,13,104.36222042149957,0.5462704300880432,0.3967873,0.0,0.0,-0.27924553,-0.28189018,0.4
1,,14,105.73152104451611,1.7382177114486694,0.16742085,0.0,0.0,0.009659213,0.16714197,0.4
1,,15,105.36184017352716,1.0866999626159668,0.29191983,0.0,0.0,-0.17156236,-0.23618539,0.4
1,,16,109.37570259523089,0.9982297420501709,0.33868137,-0.0,0.0,0.020426022,0.33806485,0.4
1,1.0,17,309.6768681602453,1.644855260848999,0.37505943,-0.0,0.0,0.15693578,0.34064752,0.4
2,,1,6.974752651465692,3.535775899887085,0.9667343,-0.0,0.0,-0.61898786,0.7425828,0.4
2,,2,25.83244574236297,0.4681283235549927,0.9670257,-0.0,0.0,0.23603465,0.93777734,0.4
2,,3,36.05748893516684,0.9797338843345642,0.9160796,-0.30640584,0.0,0.5525613,0.31839794,0.4
2,,4,45.502249419413836,1.5882058143615723,1.4145254,-0.74224067,0.0,0.32332757,0.9302937,0.4
2,,5,58.54954360475546,1.7301173210144043,0.89849716,-0.0,0.0,-0.054213375,0.8968601,0.4
2,,6,71.76557115865332,1.633048415184021,0.9766873,-0.0,0.0,-0.28424343,0.9344109,0.4
2,,7,80.69936335487327,0.2439998835325241,0.7757985,-0.0,0.0,-0.1537095,0.7604188,0.4
2,,8,80.75212227950082,0.6035014390945435,0.37213412,-0.34824672,0.0,-0.34624782,0.37212875,0.4
2,,9,85.0791939626066,0.42025434970855713,0.77584237,-0.0,0.0,-0.37876543,0.67710274,0.4
2,,10,85.5774074041058,0.7496006488800049,0.16271107,-0.0,0.0,-0.14021085,0.082557924,0.4
2,0.0,11,84.7595748424981,0.2723333239555359,0.46064627,0.14728233,0.0,-0.0691461,0.40663707,0.4
3,,1,5.465744068915673,3.800532102584839,1.5369174,0.44853052,0.0,-0.8143107,0.8759837,0.4
3,,2,18.83430252699049,1.0770713090896606,0.92597216,-0.0,0.0,0.03220113,0.92541206,0.4
3,,3,37.2365189175961,0.7265521883964539,0.97083986,0.55671865,0.0,0.39756316,0.9577053,0.4
3,,4,53.88804033530772,0.24542498588562012,1.0345966,-0.0,0.0,0.26546484,0.9999592,0.4
3,,5,57.990027667506496,2.1353964805603027,0.23923735,0.124423966,0.0,0.2941588,0.16859597,0.4
3,,6,71.26627220142994,1.6807931661605835,0.91414136,-0.0,0.0,-0.17189907,0.8978336,0.4
3,,7,79.40594105939141,0.6740676164627075,0.8111256,-0.0,0.0,-0.23176724,0.7773086,0.4
3,,8,81.11754387354063,0.3023167848587036,0.64473695,0.25278482,0.0,0.28842238,0.64375126,0.4
3,,9,79.70202834403052,0.3211703598499298,1.0213541,-0.0,0.0,-0.41921,-0.9313577,0.4
3,,10,83.9501173534132,1.1510224342346191,0.6045221,-0.0,0.0,0.10530043,0.5952804,0.4
